n,bits,mitigation,checksum_mode,action,fault_op,fault_site,stage,slot,bit,seed,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,49,0,2,PASS,FAIL,yes,no,7.48564869e2,2.57083357e2,3.03914539e2,9.47524931e1,-39.53181292,36,3,36,3,0,3,0,450499 ns,418709,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,49,8,2,PASS,FAIL,yes,no,5.44031405e2,2.77201462e2,3.00161693e2,9.35824553e1,-39.42388871,36,3,36,3,0,3,0,316457 ns,292875,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,49,24,2,PASS,FAIL,yes,no,5.26584908e2,2.32706881e2,2.62410093e2,8.18125075e1,-38.25639407,36,3,36,3,0,3,0,344540 ns,319999,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,49,26,2,PASS,FAIL,yes,no,6.43863875e2,2.87473453e2,3.06776024e2,9.56446281e1,-39.61321166,36,3,36,3,0,3,0,450875 ns,418708,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,50,0,2,PASS,FAIL,yes,no,5.12116790e2,2.65293328e2,2.95628166e2,9.21690218e1,-39.29169956,36,3,36,3,0,3,0,369793 ns,346122,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,50,8,2,PASS,FAIL,yes,no,5.98364629e2,2.86520692e2,3.11947423e2,9.72569333e1,-39.75841142,36,3,36,3,0,3,0,453251 ns,421292,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,50,24,2,PASS,FAIL,yes,no,5.29440186e2,2.68780593e2,3.00115254e2,9.35679767e1,-39.42254477,36,3,36,3,0,3,0,408791 ns,382171,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,50,26,2,PASS,FAIL,yes,no,4.60490882e2,2.46552551e2,2.64726496e2,8.25347007e1,-38.33273161,36,3,36,3,0,3,0,456583 ns,423374,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,53,0,2,PASS,FAIL,yes,no,5.33712794e2,2.80514994e2,3.01214319e2,9.39106361e1,-39.45429565,36,3,36,3,0,3,0,263960 ns,243956,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,53,8,2,PASS,FAIL,yes,no,5.72872308e2,2.57918699e2,2.94833503e2,9.19212669e1,-39.26832003,36,3,36,3,0,3,0,458001 ns,424876,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,53,24,2,PASS,FAIL,yes,no,6.10571484e2,2.69683502e2,3.04685902e2,9.49929837e1,-39.55383058,36,3,36,3,0,3,0,471002 ns,437046,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,53,26,2,PASS,FAIL,yes,no,7.16641090e2,2.78908874e2,3.14756424e2,9.81327051e1,-39.83627542,36,3,36,3,0,3,0,185625 ns,172671,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,55,0,2,PASS,FAIL,yes,no,5.00140654e2,2.53972010e2,2.89228008e2,9.01736221e1,-39.10159030,36,3,36,3,0,3,0,346376 ns,321457,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,55,8,2,PASS,FAIL,yes,no,5.51237997e2,2.71968933e2,3.02475483e2,9.43038336e1,-39.49058696,36,3,36,3,0,3,0,361457 ns,336000,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,55,24,2,PASS,FAIL,yes,no,6.53145184e2,2.84552403e2,3.16061628e2,9.85396332e1,-39.87221882,36,3,36,3,0,3,0,391628 ns,362875,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,55,26,2,PASS,FAIL,yes,no,7.50759558e2,2.48399832e2,2.87726568e2,8.97055131e1,-39.05638269,36,3,36,3,0,3,0,233875 ns,215127,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,56,0,2,PASS,FAIL,yes,no,6.50744351e2,2.54002466e2,2.94467583e2,9.18071827e1,-39.25753321,36,3,36,3,0,3,0,350790 ns,327627,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,56,8,2,PASS,FAIL,yes,no,6.15372674e2,2.89731411e2,3.24898956e2,1.01294878e2,-40.11174970,36,3,36,3,0,3,0,450916 ns,419086,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,56,24,2,PASS,FAIL,yes,no,8.33396244e2,2.83539619e2,3.21093584e2,1.00108464e2,-40.00941593,36,3,36,3,0,3,0,450416 ns,419166,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,56,26,2,PASS,FAIL,yes,no,6.32933296e2,2.78652106e2,3.13502384e2,9.77417289e1,-39.80160033,36,3,36,3,0,3,0,476208 ns,444121,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,57,0,2,PASS,FAIL,yes,no,5.13855159e2,2.52853375e2,2.90171544e2,9.04677916e1,-39.12987978,36,3,36,3,0,3,0,203501 ns,188167,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,57,8,2,PASS,FAIL,yes,no,5.96878494e2,2.54976964e2,3.00913956e2,9.38169907e1,-39.44562997,36,3,36,3,0,3,0,388541 ns,361210,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,57,24,2,PASS,FAIL,yes,no,5.62884654e2,2.75018132e2,3.11432383e2,9.70963575e1,-39.74405876,36,3,36,3,0,3,0,538791 ns,500749,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,57,26,2,PASS,FAIL,yes,no,6.45776445e2,2.92301187e2,3.29960497e2,1.02872932e2,-40.24602235,36,3,36,3,0,3,0,452041 ns,419833,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,58,0,2,PASS,FAIL,yes,no,5.66371067e2,2.71823204e2,3.04485851e2,9.49306130e1,-39.54812571,36,3,36,3,0,3,0,450125 ns,418417,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,58,8,2,PASS,FAIL,yes,no,8.75007338e2,2.47883843e2,2.93826721e2,9.16073791e1,-39.23860916,36,3,36,3,0,3,0,449749 ns,418087,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,58,24,2,PASS,FAIL,yes,no,4.31084675e2,2.58043727e2,2.78648630e2,8.68752528e1,-38.77792163,36,3,36,3,0,3,0,384918 ns,360294,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,58,26,2,PASS,FAIL,yes,no,6.15204289e2,2.71517497e2,3.12175228e2,9.73279567e1,-39.76475212,36,3,36,3,0,3,0,389250 ns,361791,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,63,0,2,PASS,FAIL,yes,no,6.09641476e2,2.80643268e2,3.06288509e2,9.54926340e1,-39.59939745,36,3,36,3,0,3,0,452418 ns,420455,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,63,8,2,PASS,FAIL,yes,no,6.35462748e2,2.94983983e2,3.33461906e2,1.03964579e2,-40.33770795,36,3,36,3,0,3,0,390917 ns,363539,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,63,24,2,PASS,FAIL,yes,no,6.40058108e2,2.63788826e2,2.95811124e2,9.22260633e1,-39.29707342,36,3,36,3,0,3,0,391874 ns,364044,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,63,26,2,PASS,FAIL,yes,no,7.29832427e2,2.32236659e2,2.71743681e2,8.47224728e1,-38.55997247,36,3,36,3,0,3,0,453208 ns,419877,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,2,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,2,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,2,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,2,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,4,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,4,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,4,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,4,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,5,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,5,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,5,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,5,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,6,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,6,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,6,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,6,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,8,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,8,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,8,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,8,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,9,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,9,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,9,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,9,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,10,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,10,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,10,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,10,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,11,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,11,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,11,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,11,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,13,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,13,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,13,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,13,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,15,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,15,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,15,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,15,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,18,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,18,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,18,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,18,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,21,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,21,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,21,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,21,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,22,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,22,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,22,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,22,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,26,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,26,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,26,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,26,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,27,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,27,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,27,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,27,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,30,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,30,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,30,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,30,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,31,0,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,31,8,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,31,24,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,31,26,3,ERROR,ERROR,ERROR,ERROR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,32,0,3,PASS,FAIL,yes,no,6.36741283e2,2.72528963e2,3.12459600e2,9.74166166e1,-39.77266084,36,3,36,3,0,3,0,546082 ns,504539,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,32,8,3,PASS,FAIL,yes,no,6.10980767e2,2.56403669e2,2.97019944e2,9.26029411e1,-39.33249560,36,3,36,3,0,3,0,186125 ns,172871,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,32,24,3,PASS,FAIL,yes,no,5.19480220e2,2.38058598e2,2.71908412e2,8.47738313e1,-38.56523623,36,3,36,3,0,3,0,203084 ns,189293,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,32,26,3,PASS,FAIL,yes,no,8.11401129e2,2.68066401e2,3.05517216e2,9.52521653e1,-39.57749714,36,3,36,3,0,3,0,217166 ns,201998,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,34,0,3,PASS,FAIL,yes,no,5.79956658e2,2.60388040e2,2.94083890e2,9.16875575e1,-39.24620807,36,3,36,3,0,3,0,201335 ns,186500,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,34,8,3,PASS,FAIL,yes,no,7.43828697e2,2.74174565e2,3.14211429e2,9.79627902e1,-39.82122293,36,3,36,3,0,3,0,208208 ns,193418,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,34,24,3,PASS,FAIL,yes,no,5.64207442e2,2.58318318e2,2.91733288e2,9.09547021e1,-39.17650311,36,3,36,3,0,3,0,317209 ns,295751,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,34,26,3,PASS,FAIL,yes,no,5.41087911e2,2.46769345e2,2.85317124e2,8.89543124e1,-38.98334014,36,3,36,3,0,3,0,453666 ns,421002,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,35,0,3,PASS,FAIL,yes,no,5.71730455e2,2.51558094e2,2.83085431e2,8.82585295e1,-38.91513375,36,3,36,3,0,3,0,298085 ns,276664,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,35,8,3,PASS,FAIL,yes,no,5.91742310e2,2.32339090e2,2.78871247e2,8.69446586e1,-38.78485813,36,3,36,3,0,3,0,389334 ns,361797,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,35,24,3,PASS,FAIL,yes,no,5.94030006e2,2.46605476e2,2.78439824e2,8.68101525e1,-38.77141038,36,3,36,3,0,3,0,346208 ns,321377,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,35,26,3,PASS,FAIL,yes,no,5.12836443e2,2.51183227e2,2.79548340e2,8.71557585e1,-38.80592174,36,3,36,3,0,3,0,402583 ns,362209,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,36,0,3,PASS,FAIL,yes,no,5.74896621e2,2.66259851e2,3.07207728e2,9.57792222e1,-39.62542612,36,3,36,3,0,3,0,390459 ns,362832,1152,1152,2432,2816,2816
64,28,stage-checksum,sum-index,detect-only,ntt,mul-output,5,36,8,3,PASS,FAIL,yes,no,5.12063533e2,2.57300200e2,2.91517410e2,9.08873969e1,-39.17007330,36,3,36,3,0,3,0,388708 ns,361584,1152,1152,2432,2816,2816
