n,bits,mitigation,action,repeat,elapsed_ntt_ns,mitigation_time_ns,checks_performed,check_failures,stage_checks,stage_failures,recomputations,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
4096,54,stage-checksum,recompute,21,38138334 ns,37395005,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,22,17484750 ns,17003995,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,23,17466957 ns,16972003,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,24,17583542 ns,17089039,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,25,17403958 ns,16914794,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,26,17585543 ns,17089203,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,27,17521541 ns,17025457,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,28,17573292 ns,17081499,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,29,17500123 ns,17007332,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,stage-checksum,recompute,30,17620082 ns,17120126,72,0,72,0,0,147456,147456,303104,327680,327680
8192,28,none,detect-only,1,29065707 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,2,28884376 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,3,28775874 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,4,28905751 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,5,28842959 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,6,28912208 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,7,28810166 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,8,28768791 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,9,28708625 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,10,28734917 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,11,28724959 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,12,28626876 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,13,28870583 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,14,28833585 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,15,28835333 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,16,28771042 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,17,28838250 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,18,28912041 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,19,28721959 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,20,28987334 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,21,28837125 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,22,28687291 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,23,28785250 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,24,28757457 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,25,28765626 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,26,28915459 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,27,29036041 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,28,28805291 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,29,28941501 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,none,detect-only,30,28815251 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,1,31365416 ns,30415295,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,2,31310832 ns,30362794,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,3,31392418 ns,30420576,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,4,31266711 ns,30320785,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,5,31321749 ns,30359294,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,6,31328875 ns,30365627,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,7,31267333 ns,30335290,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,8,31324625 ns,30343212,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,9,31314750 ns,30368204,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,10,31344960 ns,30373123,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,11,31669958 ns,30771205,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,12,31289666 ns,30334002,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,13,31209459 ns,30266708,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,14,31459834 ns,30487963,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,15,31360791 ns,30408209,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,16,31383167 ns,30448171,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,17,31215375 ns,30275791,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,18,31257833 ns,30319211,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,19,34340249 ns,33329586,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,20,31585418 ns,30643462,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,21,31432167 ns,30471368,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,22,31403540 ns,30483041,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,23,31455874 ns,30552125,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,24,31507915 ns,30540412,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,25,31574959 ns,30581212,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,26,32464457 ns,31504329,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,27,31362458 ns,30406710,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,28,32161542 ns,31196541,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,29,33491040 ns,32465750,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,detect-only,30,31343833 ns,30426921,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,1,31348250 ns,30432709,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,2,31489291 ns,30528333,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,3,32199335 ns,31229584,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,4,31465626 ns,30483085,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,5,31449751 ns,30508000,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,6,31358043 ns,30466212,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,7,31317916 ns,30342884,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,8,31301292 ns,30334710,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,9,31351710 ns,30399915,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,10,31840873 ns,30929621,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,11,32182166 ns,31208378,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,12,31309043 ns,30359375,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,13,32487708 ns,31523298,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,14,31188250 ns,30251626,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,15,31916959 ns,30921080,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,16,31355417 ns,30390459,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,17,31215126 ns,30275793,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,18,31294375 ns,30328543,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,19,31346040 ns,30429916,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,20,31525249 ns,30628543,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,21,31333457 ns,30369501,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,22,31407085 ns,30424788,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,23,31266666 ns,30323920,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,24,31343249 ns,30421171,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,25,32765583 ns,31688328,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,26,31421831 ns,30479918,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,27,31310667 ns,30392539,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,28,31367958 ns,30462951,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,29,31275374 ns,30368171,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,butterfly-check,recompute,30,31360792 ns,30453289,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,1,33307456 ns,32361544,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,2,33650376 ns,32688252,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,3,32978249 ns,32002917,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,4,32961210 ns,32000335,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,5,33307834 ns,32399953,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,6,33773456 ns,32839039,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,7,39761333 ns,38503663,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,8,32916875 ns,31960421,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,9,32928625 ns,31973288,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,10,33073542 ns,32155832,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,11,36118124 ns,35137210,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,12,33296541 ns,32362084,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,13,33092458 ns,32146085,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,14,33534165 ns,32544915,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,15,32948209 ns,31985334,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,16,33151959 ns,32197004,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,17,33057124 ns,32095207,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,18,32989832 ns,32029622,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,19,33017084 ns,32093626,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,20,33188959 ns,32235495,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,21,36881667 ns,35478041,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,22,33042917 ns,32086501,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,23,32912834 ns,31933038,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,24,32912501 ns,31973914,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,25,33766374 ns,32801372,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,26,32831916 ns,31871251,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,27,32798290 ns,31860164,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,28,32732375 ns,31822497,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,29,33066751 ns,32091377,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,detect-only,30,32987750 ns,32015213,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,1,32848625 ns,31956002,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,2,32876582 ns,31937041,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,3,32894959 ns,31940459,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,4,33019624 ns,32063049,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,5,33062123 ns,32080458,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,6,32913458 ns,31961047,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,7,33027666 ns,32075337,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,8,33000207 ns,32023582,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,9,32869417 ns,31911256,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,10,32858749 ns,31901962,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,11,33104125 ns,32147743,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,12,32894375 ns,31923621,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,13,33617375 ns,32645711,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,14,32971832 ns,32028789,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,15,33128876 ns,32145043,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,16,32871375 ns,31922130,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,17,33043792 ns,32064249,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,18,33034501 ns,32096252,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,19,32899083 ns,31913993,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,20,32823167 ns,31889375,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,21,32793500 ns,31828000,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,22,32815083 ns,31848497,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,23,32902792 ns,31974081,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,24,32997001 ns,32029338,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,25,33045125 ns,32114825,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,26,33041585 ns,32052255,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,27,33096249 ns,32139877,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,28,33031874 ns,32083668,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,29,33104669 ns,32145082,78,0,78,0,0,319488,319488,655360,704512,704512
8192,28,stage-checksum,recompute,30,32960585 ns,32038792,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,1,32961333 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,2,32901542 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,3,32762041 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,4,32842000 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,5,33604209 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,6,32801750 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,7,32922293 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,8,32903666 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,9,32922209 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,10,32717834 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,11,33027291 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,12,32615624 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,13,32716209 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,14,33149125 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,15,32790625 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,16,32844542 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,17,32878042 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,18,33229543 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,19,32873293 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,20,32786415 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,21,32726584 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,22,32780168 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,23,32833207 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,24,32802876 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,25,32868376 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,26,33028833 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,27,32746376 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,28,33016667 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,29,32679501 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,none,detect-only,30,33086208 ns,0,0,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,1,35842290 ns,34845214,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,2,35687583 ns,34723458,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,3,36039084 ns,35017169,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,4,35795207 ns,34833749,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,5,36864583 ns,35862910,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,6,39961666 ns,38898048,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,7,35884001 ns,34896582,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,8,35762333 ns,34799126,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,9,35875375 ns,34874044,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,10,35780875 ns,34815167,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,11,36121125 ns,35101292,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,12,35902082 ns,34983711,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,13,35851917 ns,34840540,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,14,35921292 ns,34882749,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,15,36035792 ns,34962580,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,16,36092125 ns,35058376,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,17,35808460 ns,34842707,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,18,35943499 ns,34969709,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,19,35911959 ns,34901705,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,20,35895248 ns,34880551,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,21,35997165 ns,35022161,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,22,40030083 ns,38097459,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,23,35859709 ns,34894208,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,24,44429002 ns,42992830,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,25,36168293 ns,35191123,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,26,36718917 ns,35679707,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,27,36067917 ns,35083965,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,28,36111501 ns,35079838,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,29,35866333 ns,34865206,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,detect-only,30,36053041 ns,35050914,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,1,35967415 ns,34960298,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,2,36020584 ns,34987953,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,3,36346292 ns,35351010,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,4,39366000 ns,38325497,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,5,35910167 ns,34919577,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,6,35881167 ns,34904296,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,7,35951042 ns,34921293,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,8,35909875 ns,34938249,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,9,35796416 ns,34802046,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,10,36089166 ns,35078124,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,11,35826750 ns,34830956,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,12,36063625 ns,35053090,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,13,36137166 ns,35142584,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,14,35815207 ns,34833586,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,15,36113792 ns,35114125,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,16,140331584 ns,136614335,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,17,37947375 ns,36879956,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,18,36152875 ns,35096498,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,19,36571331 ns,35502961,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,20,35882584 ns,34929835,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,21,37899708 ns,36845247,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,22,35860792 ns,34864669,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,23,35832335 ns,34859127,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,24,36076002 ns,35070255,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,25,35791000 ns,34813245,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,26,33360168 ns,32418623,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,27,34311460 ns,33368324,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,28,34002959 ns,33053419,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,29,33517459 ns,32587959,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,butterfly-check,recompute,30,36031834 ns,35075498,319488,0,0,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,1,35501333 ns,34548747,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,2,35514957 ns,34560216,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,3,35415792 ns,34472372,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,4,35817959 ns,34865790,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,5,35491042 ns,34504541,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,6,35955833 ns,34959339,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,7,34971376 ns,34002205,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,8,35001832 ns,34034043,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,9,34645835 ns,33759499,78,0,78,0,0,319488,319488,655360,704512,704512
8192,54,stage-checksum,detect-only,10,34731958 ns,33781500,78,0,78,0,0,319488,319488,655360,704512,704512
